Date,LocalName,Name,CountryCode,Fixed,Global,LaunchYear,Type,Counties
2020-03-08,Internationaler Frauentag,International Women's Day,DE,False,False,,Public,DE-BE
2020-04-10,Karfreitag,Good Friday,DE,False,True,,Public,
2020-04-12,Ostersonntag,Easter Sunday,DE,False,False,,Public,DE-BB
2020-04-13,Ostermontag,Easter Monday,DE,False,True,,Public,
2020-05-01,Tag der Arbeit,Labour Day,DE,False,True,,Public,
2020-05-08,Tag der Befreiung,Liberation Day,DE,False,False,,Public,DE-BE
2020-05-21,Christi Himmelfahrt,Ascension Day,DE,False,True,,Public,
2020-05-31,Pfingstsonntag,Pentecost,DE,False,False,,Public,"DE-BB,DE-HE"
2020-06-01,Pfingstmontag,Whit Monday,DE,False,True,,Public,
2020-06-11,Fronleichnam,Corpus Christi,DE,False,False,,Public,"DE-BW,DE-BY,DE-HE,DE-NW,DE-RP,DE-SL"
2020-08-15,Mariä Himmelfahrt,Assumption Day,DE,False,False,,Public,DE-SL
2020-09-20,Weltkindertag,World Children's Day,DE,False,False,,Public,DE-TH
2020-10-03,Tag der Deutschen Einheit,German Unity Day,DE,False,True,,Public,
2020-10-31,Reformationstag,Reformation Day,DE,False,False,,Public,"DE-BB,DE-MV,DE-SN,DE-ST,DE-TH,DE-HB,DE-HH,DE-NI,DE-SH"
2020-11-01,Allerheiligen,All Saints' Day,DE,False,False,,Public,"DE-BW,DE-BY,DE-NW,DE-RP,DE-SL"
2020-11-18,Buß- und Bettag,Repentance and Prayer Day,DE,False,False,,Public,DE-SN
2020-12-25,Erster Weihnachtstag,Christmas Day,DE,False,True,,Public,
2020-12-26,Zweiter Weihnachtstag,St. Stephen's Day,DE,False,True,,Public,
2021-01-01,Neujahr,New Year's Day,DE,False,True,,Public,
2021-01-06,Heilige Drei Könige,Epiphany,DE,False,False,,Public,"DE-BW,DE-BY,DE-ST"
2021-03-08,Internationaler Frauentag,International Women's Day,DE,False,False,,Public,DE-BE
2021-04-02,Karfreitag,Good Friday,DE,False,True,,Public,
2021-04-04,Ostersonntag,Easter Sunday,DE,False,False,,Public,DE-BB
2021-04-05,Ostermontag,Easter Monday,DE,False,True,,Public,
2021-05-01,Tag der Arbeit,Labour Day,DE,False,True,,Public,
2021-05-13,Christi Himmelfahrt,Ascension Day,DE,False,True,,Public,
2021-05-23,Pfingstsonntag,Pentecost,DE,False,False,,Public,"DE-BB,DE-HE"
2021-05-24,Pfingstmontag,Whit Monday,DE,False,True,,Public,
2021-06-03,Fronleichnam,Corpus Christi,DE,False,False,,Public,"DE-BW,DE-BY,DE-HE,DE-NW,DE-RP,DE-SL"
2021-08-15,Mariä Himmelfahrt,Assumption Day,DE,False,False,,Public,DE-SL
2021-09-20,Weltkindertag,World Children's Day,DE,False,False,,Public,DE-TH
2021-10-03,Tag der Deutschen Einheit,German Unity Day,DE,False,True,,Public,
2021-10-31,Reformationstag,Reformation Day,DE,False,False,,Public,"DE-BB,DE-MV,DE-SN,DE-ST,DE-TH,DE-HB,DE-HH,DE-NI,DE-SH"
2021-11-01,Allerheiligen,All Saints' Day,DE,False,False,,Public,"DE-BW,DE-BY,DE-NW,DE-RP,DE-SL"
2021-11-17,Buß- und Bettag,Repentance and Prayer Day,DE,False,False,,Public,DE-SN
2021-12-25,Erster Weihnachtstag,Christmas Day,DE,False,True,,Public,
2021-12-26,Zweiter Weihnachtstag,St. Stephen's Day,DE,False,True,,Public,
2022-01-01,Neujahr,New Year's Day,DE,False,True,,Public,
2022-01-06,Heilige Drei Könige,Epiphany,DE,False,False,,Public,"DE-BW,DE-BY,DE-ST"
2022-03-08,Internationaler Frauentag,International Women's Day,DE,False,False,,Public,DE-BE
2022-04-15,Karfreitag,Good Friday,DE,False,True,,Public,
2022-04-17,Ostersonntag,Easter Sunday,DE,False,False,,Public,DE-BB
2022-04-18,Ostermontag,Easter Monday,DE,False,True,,Public,
2022-05-01,Tag der Arbeit,Labour Day,DE,False,True,,Public,
2022-05-26,Christi Himmelfahrt,Ascension Day,DE,False,True,,Public,
2022-06-05,Pfingstsonntag,Pentecost,DE,False,False,,Public,"DE-BB,DE-HE"
2022-06-06,Pfingstmontag,Whit Monday,DE,False,True,,Public,
2022-06-16,Fronleichnam,Corpus Christi,DE,False,False,,Public,"DE-BW,DE-BY,DE-HE,DE-NW,DE-RP,DE-SL"
2022-08-15,Mariä Himmelfahrt,Assumption Day,DE,False,False,,Public,DE-SL
2022-09-20,Weltkindertag,World Children's Day,DE,False,False,,Public,DE-TH
2022-10-03,Tag der Deutschen Einheit,German Unity Day,DE,False,True,,Public,
2022-10-31,Reformationstag,Reformation Day,DE,False,False,,Public,"DE-BB,DE-MV,DE-SN,DE-ST,DE-TH,DE-HB,DE-HH,DE-NI,DE-SH"
2022-11-01,Allerheiligen,All Saints' Day,DE,False,False,,Public,"DE-BW,DE-BY,DE-NW,DE-RP,DE-SL"
2022-11-16,Buß- und Bettag,Repentance and Prayer Day,DE,False,False,,Public,DE-SN
2022-12-25,Erster Weihnachtstag,Christmas Day,DE,False,True,,Public,
2022-12-26,Zweiter Weihnachtstag,St. Stephen's Day,DE,False,True,,Public,
2023-01-01,Neujahr,New Year's Day,DE,False,True,,Public,
2023-01-06,Heilige Drei Könige,Epiphany,DE,False,False,,Public,"DE-BW,DE-BY,DE-ST"
2023-03-08,Internationaler Frauentag,International Women's Day,DE,False,False,,Public,"DE-BE,DE-MV"
2023-04-07,Karfreitag,Good Friday,DE,False,True,,Public,
2023-04-09,Ostersonntag,Easter Sunday,DE,False,False,,Public,DE-BB
2023-04-10,Ostermontag,Easter Monday,DE,False,True,,Public,
2023-05-01,Tag der Arbeit,Labour Day,DE,False,True,,Public,
2023-05-18,Christi Himmelfahrt,Ascension Day,DE,False,True,,Public,
2023-05-28,Pfingstsonntag,Pentecost,DE,False,False,,Public,"DE-BB,DE-HE"
2023-05-29,Pfingstmontag,Whit Monday,DE,False,True,,Public,
2023-06-08,Fronleichnam,Corpus Christi,DE,False,False,,Public,"DE-BW,DE-BY,DE-HE,DE-NW,DE-RP,DE-SL"
2023-08-15,Mariä Himmelfahrt,Assumption Day,DE,False,False,,Public,DE-SL
2023-09-20,Weltkindertag,World Children's Day,DE,False,False,,Public,DE-TH
2023-10-03,Tag der Deutschen Einheit,German Unity Day,DE,False,True,,Public,
2023-10-31,Reformationstag,Reformation Day,DE,False,False,,Public,"DE-BB,DE-MV,DE-SN,DE-ST,DE-TH,DE-HB,DE-HH,DE-NI,DE-SH"
2023-11-01,Allerheiligen,All Saints' Day,DE,False,False,,Public,"DE-BW,DE-BY,DE-NW,DE-RP,DE-SL"
2023-11-22,Buß- und Bettag,Repentance and Prayer Day,DE,False,False,,Public,DE-SN
2023-12-25,Erster Weihnachtstag,Christmas Day,DE,False,True,,Public,
2023-12-26,Zweiter Weihnachtstag,St. Stephen's Day,DE,False,True,,Public,
2024-01-01,Neujahr,New Year's Day,DE,False,True,,Public,
2024-01-06,Heilige Drei Könige,Epiphany,DE,False,False,,Public,"DE-BW,DE-BY,DE-ST"
2024-03-08,Internationaler Frauentag,International Women's Day,DE,False,False,,Public,"DE-BE,DE-MV"
2024-03-29,Karfreitag,Good Friday,DE,False,True,,Public,
2024-03-31,Ostersonntag,Easter Sunday,DE,False,False,,Public,DE-BB
2024-04-01,Ostermontag,Easter Monday,DE,False,True,,Public,
2024-05-01,Tag der Arbeit,Labour Day,DE,False,True,,Public,
2024-05-09,Christi Himmelfahrt,Ascension Day,DE,False,True,,Public,
2024-05-19,Pfingstsonntag,Pentecost,DE,False,False,,Public,"DE-BB,DE-HE"
2024-05-20,Pfingstmontag,Whit Monday,DE,False,True,,Public,
2024-05-30,Fronleichnam,Corpus Christi,DE,False,False,,Public,"DE-BW,DE-BY,DE-HE,DE-NW,DE-RP,DE-SL"
2024-08-15,Mariä Himmelfahrt,Assumption Day,DE,False,False,,Public,DE-SL
2024-09-20,Weltkindertag,World Children's Day,DE,False,False,,Public,DE-TH
2024-10-03,Tag der Deutschen Einheit,German Unity Day,DE,False,True,,Public,
2024-10-31,Reformationstag,Reformation Day,DE,False,False,,Public,"DE-BB,DE-MV,DE-SN,DE-ST,DE-TH,DE-HB,DE-HH,DE-NI,DE-SH"
2024-11-01,Allerheiligen,All Saints' Day,DE,False,False,,Public,"DE-BW,DE-BY,DE-NW,DE-RP,DE-SL"
2024-11-20,Buß- und Bettag,Repentance and Prayer Day,DE,False,False,,Public,DE-SN
2024-12-25,Erster Weihnachtstag,Christmas Day,DE,False,True,,Public,
2024-12-26,Zweiter Weihnachtstag,St. Stephen's Day,DE,False,True,,Public,
